Date,Month,Year,Site,Site_ID,Rep,Focal.Plant,Neighbor,SF-L,SF-D,Spac,Mud,Other,Total,Corr.SF-L,Corr.SF-D,Corr.Spac,Corr.Mud,Corr.Other,Other.Species
42500,May,2016,SDL,SDL1,P-3,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42500,May,2016,SDL,SDL1,P-4,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42500,May,2016,SDL,SDL1,P-5,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42500,May,2016,SDL,SDL1,P-6,pickleweed,absent,0,0,98,2,0,100,0,0,0.98,0.02,0,
42500,May,2016,SDL,SDL1,P-7,pickleweed,absent,0,0,95,5,0,100,0,0,0.95,0.05,0,
42500,May,2016,SDL,SDL1,P-8,pickleweed,absent,0,0,87,13,0,100,0,0,0.87,0.13,0,
42528,June,2016,SDL,SDL1,C+1,cordgrass,present,23,42,31,2,0,98,0.234693878,0.428571429,0.316326531,0.020408163,0,
42528,June,2016,SDL,SDL1,C+2,cordgrass,present,31,26,39,4,0,100,0.31,0.26,0.39,0.04,0,
42528,June,2016,SDL,SDL1,C+3,cordgrass,present,33,36,30,1,0,100,0.33,0.36,0.3,0.01,0,
42528,June,2016,SDL,SDL1,C+4,cordgrass,present,25,12,62,1,0,100,0.25,0.12,0.62,0.01,0,
42528,June,2016,SDL,SDL1,C+5,cordgrass,present,33,23,42,0,0,98,0.336734694,0.234693878,0.428571429,0,0,
42528,June,2016,SDL,SDL1,C+6,cordgrass,present,18,12,62,5,0,97,0.18556701,0.12371134,0.639175258,0.051546392,0,
42528,June,2016,SDL,SDL1,C+7,cordgrass,present,28,9,62,0,0,99,0.282828283,0.090909091,0.626262626,0,0,
42528,June,2016,SDL,SDL1,C+8,cordgrass,present,25,19,57,1,0,102,0.245098039,0.18627451,0.558823529,0.009803922,0,
42528,June,2016,SDL,SDL1,C-1,cordgrass,absent,78,10,12,0,0,100,0.78,0.1,0.12,0,0,
42528,June,2016,SDL,SDL1,C-2,cordgrass,absent,68,17,0,15,0,100,0.68,0.17,0,0.15,0,
42528,June,2016,SDL,SDL1,C-3,cordgrass,absent,44,33,0,22,0,99,0.444444444,0.333333333,0,0.222222222,0,
42528,June,2016,SDL,SDL1,C-4,cordgrass,absent,37,0,0,63,0,100,0.37,0,0,0.63,0,
42528,June,2016,SDL,SDL1,C-5,cordgrass,absent,82,0,0,18,0,100,0.82,0,0,0.18,0,
42528,June,2016,SDL,SDL1,C-6,cordgrass,absent,26,3,3,68,0,100,0.26,0.03,0.03,0.68,0,
42528,June,2016,SDL,SDL1,C-7,cordgrass,absent,59,26,0,15,0,100,0.59,0.26,0,0.15,0,
42528,June,2016,SDL,SDL1,C-8,cordgrass,absent,63,15,0,22,0,100,0.63,0.15,0,0.22,0,
42528,June,2016,SDL,SDL1,P+1,pickleweed,present,29,42,26,2,0,99,0.292929293,0.424242424,0.262626263,0.02020202,0,
42528,June,2016,SDL,SDL1,P+2,pickleweed,present,37,31,28,4,0,100,0.37,0.31,0.28,0.04,0,
42528,June,2016,SDL,SDL1,P+3,pickleweed,present,30,12,55,0,0,97,0.309278351,0.12371134,0.567010309,0,0,
42528,June,2016,SDL,SDL1,P+4,pickleweed,present,24,8,62,7,0,101,0.237623762,0.079207921,0.613861386,0.069306931,0,
42528,June,2016,SDL,SDL1,P+5,pickleweed,present,48,3,49,0,0,100,0.48,0.03,0.49,0,0,
42528,June,2016,SDL,SDL1,P+6,pickleweed,present,43,8,48,0,0,99,0.434343434,0.080808081,0.484848485,0,0,
42528,June,2016,SDL,SDL1,P+7,pickleweed,present,28,6,66,0,0,100,0.28,0.06,0.66,0,0,
42528,June,2016,SDL,SDL1,P+8,pickleweed,present,28,18,53,0,0,99,0.282828283,0.181818182,0.535353535,0,0,
42528,June,2016,SDL,SDL1,P-1,pickleweed,absent,0,0,98,2,0,100,0,0,0.98,0.02,0,
42528,June,2016,SDL,SDL1,P-2,pickleweed,absent,0,0,83,17,0,100,0,0,0.83,0.17,0,
42528,June,2016,SDL,SDL1,P-3,pickleweed,absent,0,0,96,4,0,100,0,0,0.96,0.04,0,
42528,June,2016,SDL,SDL1,P-4,pickleweed,absent,0,7,87,6,0,100,0,0.07,0.87,0.06,0,
42528,June,2016,SDL,SDL1,P-5,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42528,June,2016,SDL,SDL1,P-6,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42528,June,2016,SDL,SDL1,P-7,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42528,June,2016,SDL,SDL1,P-8,pickleweed,absent,0,0,90,10,0,100,0,0,0.9,0.1,0,
42557,July,2016,SDL,SDL1,C+1,cordgrass,present,33,38,28,1,0,100,0.33,0.38,0.28,0.01,0,
42557,July,2016,SDL,SDL1,C+2,cordgrass,present,44,20,28,5,0,97,0.453608247,0.206185567,0.288659794,0.051546392,0,
42557,July,2016,SDL,SDL1,C+3,cordgrass,present,38,31,28,0,0,97,0.391752577,0.319587629,0.288659794,0,0,
42557,July,2016,SDL,SDL1,C+4,cordgrass,present,30,23,45,0,0,98,0.306122449,0.234693878,0.459183673,0,0,
42557,July,2016,SDL,SDL1,C+5,cordgrass,present,36,39,24,0,0,99,0.363636364,0.393939394,0.242424242,0,0,
42557,July,2016,SDL,SDL1,C+6,cordgrass,present,,,,,,,,,,,,
42557,July,2016,SDL,SDL1,C+7,cordgrass,present,22,16,58,3,0,99,0.222222222,0.161616162,0.585858586,0.03030303,0,
42557,July,2016,SDL,SDL1,C+8,cordgrass,present,28,21,52,0,0,101,0.277227723,0.207920792,0.514851485,0,0,
42557,July,2016,SDL,SDL1,C-1,cordgrass,absent,71,16,0,10,0,97,0.731958763,0.164948454,0,0.103092784,0,
42557,July,2016,SDL,SDL1,C-2,cordgrass,absent,60,18,0,10,0,88,0.681818182,0.204545455,0,0.113636364,0,
42557,July,2016,SDL,SDL1,C-3,cordgrass,absent,65,27,0,10,0,102,0.637254902,0.264705882,0,0.098039216,0,
42557,July,2016,SDL,SDL1,C-4,cordgrass,absent,37,13,0,50,0,100,0.37,0.13,0,0.5,0,
42557,July,2016,SDL,SDL1,C-5,cordgrass,absent,71,16,0,10,0,97,0.731958763,0.164948454,0,0.103092784,0,
42557,July,2016,SDL,SDL1,C-6,cordgrass,absent,62,11,0,26,0,99,0.626262626,0.111111111,0,0.262626263,0,
42557,July,2016,SDL,SDL1,C-7,cordgrass,absent,57,29,0,11,0,97,0.587628866,0.298969072,0,0.113402062,0,
42557,July,2016,SDL,SDL1,C-8,cordgrass,absent,59,31,0,10,0,100,0.59,0.31,0,0.1,0,
42557,July,2016,SDL,SDL1,P+1,pickleweed,present,23,49,27,0,0,99,0.232323232,0.494949495,0.272727273,0,0,
42557,July,2016,SDL,SDL1,P+2,pickleweed,present,45,25,29,1,0,100,0.45,0.25,0.29,0.01,0,
42557,July,2016,SDL,SDL1,P+3,pickleweed,present,39,17,44,0,0,100,0.39,0.17,0.44,0,0,
42557,July,2016,SDL,SDL1,P+4,pickleweed,present,,,,,,,,,,,,
42557,July,2016,SDL,SDL1,P+5,pickleweed,present,44,6,49,1,0,100,0.44,0.06,0.49,0.01,0,
42557,July,2016,SDL,SDL1,P+6,pickleweed,present,61,14,25,0,0,100,0.61,0.14,0.25,0,0,
42557,July,2016,SDL,SDL1,P+7,pickleweed,present,38,9,53,0,0,100,0.38,0.09,0.53,0,0,
42557,July,2016,SDL,SDL1,P+8,pickleweed,present,30,13,57,0,0,100,0.3,0.13,0.57,0,0,
42557,July,2016,SDL,SDL1,P-1,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42557,July,2016,SDL,SDL1,P-2,pickleweed,absent,0,0,88,12,0,100,0,0,0.88,0.12,0,
42557,July,2016,SDL,SDL1,P-3,pickleweed,absent,0,0,96,4,0,100,0,0,0.96,0.04,0,
42557,July,2016,SDL,SDL1,P-4,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42557,July,2016,SDL,SDL1,P-5,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42557,July,2016,SDL,SDL1,P-6,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42557,July,2016,SDL,SDL1,P-7,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42557,July,2016,SDL,SDL1,P-8,pickleweed,absent,0,0,92,8,0,100,0,0,0.92,0.08,0,
42594,August,2016,SDL,SDL1,C+1,cordgrass,present,29,40,33,0,0,102,0.284313725,0.392156863,0.323529412,0,0,
42594,August,2016,SDL,SDL1,C+2,cordgrass,present,47,20,34,0,0,101,0.465346535,0.198019802,0.336633663,0,0,
42594,August,2016,SDL,SDL1,C+3,cordgrass,present,66,25,9,0,0,100,0.66,0.25,0.09,0,0,
42594,August,2016,SDL,SDL1,C+4,cordgrass,present,29,14,56,0,0,99,0.292929293,0.141414141,0.565656566,0,0,
42594,August,2016,SDL,SDL1,C+5,cordgrass,present,44,28,28,0,0,100,0.44,0.28,0.28,0,0,
42594,August,2016,SDL,SDL1,C+6,cordgrass,present,37,12,51,0,0,100,0.37,0.12,0.51,0,0,
42594,August,2016,SDL,SDL1,C+7,cordgrass,present,39,9,54,0,0,102,0.382352941,0.088235294,0.529411765,0,0,
42594,August,2016,SDL,SDL1,C+8,cordgrass,present,35,6,60,0,0,101,0.346534653,0.059405941,0.594059406,0,0,
42594,August,2016,SDL,SDL1,C-1,cordgrass,absent,95,5,0,0,0,100,0.95,0.05,0,0,0,
42594,August,2016,SDL,SDL1,C-2,cordgrass,absent,89,10,0,1,0,100,0.89,0.1,0,0.01,0,
42594,August,2016,SDL,SDL1,C-3,cordgrass,absent,91,9,0,0,0,100,0.91,0.09,0,0,0,
42594,August,2016,SDL,SDL1,C-4,cordgrass,absent,48,11,0,41,0,100,0.48,0.11,0,0.41,0,
42594,August,2016,SDL,SDL1,C-5,cordgrass,absent,88,8,0,4,0,100,0.88,0.08,0,0.04,0,
42594,August,2016,SDL,SDL1,C-6,cordgrass,absent,50,32,0,16,0,98,0.510204082,0.326530612,0,0.163265306,0,
42594,August,2016,SDL,SDL1,C-7,cordgrass,absent,65,25,0,9,0,99,0.656565657,0.252525253,0,0.090909091,0,
42594,August,2016,SDL,SDL1,C-8,cordgrass,absent,81,13,0,6,0,100,0.81,0.13,0,0.06,0,
42594,August,2016,SDL,SDL1,P+1,pickleweed,present,53,28,21,0,0,102,0.519607843,0.274509804,0.205882353,0,0,
42594,August,2016,SDL,SDL1,P+2,pickleweed,present,45,37,18,0,0,100,0.45,0.37,0.18,0,0,
42594,August,2016,SDL,SDL1,P+3,pickleweed,present,48,12,40,0,0,100,0.48,0.12,0.4,0,0,
42594,August,2016,SDL,SDL1,P+4,pickleweed,present,37,9,53,0,0,99,0.373737374,0.090909091,0.535353535,0,0,
42594,August,2016,SDL,SDL1,P+5,pickleweed,present,40,3,57,0,0,100,0.4,0.03,0.57,0,0,
42594,August,2016,SDL,SDL1,P+6,pickleweed,present,48,5,47,0,0,100,0.48,0.05,0.47,0,0,
42594,August,2016,SDL,SDL1,P+7,pickleweed,present,54,7,39,0,0,100,0.54,0.07,0.39,0,0,
42594,August,2016,SDL,SDL1,P+8,pickleweed,present,36,9,54,0,0,99,0.363636364,0.090909091,0.545454545,0,0,
42594,August,2016,SDL,SDL1,P-1,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-2,pickleweed,absent,0,0,90,10,0,100,0,0,0.9,0.1,0,
42594,August,2016,SDL,SDL1,P-3,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-4,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-5,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-6,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-7,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42594,August,2016,SDL,SDL1,P-8,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42619,September ,2016,SDL,SDL1,C+1,cordgrass,present,17,15,61,6,0,99,0.171717172,0.151515152,0.616161616,0.060606061,0,
42619,September ,2016,SDL,SDL1,C+2,cordgrass,present,35,9,47,9,0,100,0.35,0.09,0.47,0.09,0,
42619,September ,2016,SDL,SDL1,C+3,cordgrass,present,51,12,32,4,0,99,0.515151515,0.121212121,0.323232323,0.04040404,0,
42619,September ,2016,SDL,SDL1,C+4,cordgrass,present,34,9,35,12,11,101,0.336633663,0.089108911,0.346534653,0.118811881,0.108910891,JAM
42619,September ,2016,SDL,SDL1,C+5,cordgrass,present,43,14,35,8,0,100,0.43,0.14,0.35,0.08,0,
42619,September ,2016,SDL,SDL1,C+6,cordgrass,present,,,,,,,,,,,,
42619,September ,2016,SDL,SDL1,C+7,cordgrass,present,33,9,46,10,0,98,0.336734694,0.091836735,0.469387755,0.102040816,0,
42619,September ,2016,SDL,SDL1,C+8,cordgrass,present,42,5,53,0,0,100,0.42,0.05,0.53,0,0,
42619,September ,2016,SDL,SDL1,C-1,cordgrass,absent,56,13,0,32,0,101,0.554455446,0.128712871,0,0.316831683,0,
42619,September ,2016,SDL,SDL1,C-2,cordgrass,absent,54,11,0,33,0,98,0.551020408,0.112244898,0,0.336734694,0,
42619,September ,2016,SDL,SDL1,C-3,cordgrass,absent,64,15,0,22,0,101,0.633663366,0.148514851,0,0.217821782,0,
42619,September ,2016,SDL,SDL1,C-4,cordgrass,absent,14,17,0,69,0,100,0.14,0.17,0,0.69,0,
42619,September ,2016,SDL,SDL1,C-5,cordgrass,absent,74,4,0,22,0,100,0.74,0.04,0,0.22,0,
42619,September ,2016,SDL,SDL1,C-6,cordgrass,absent,35,3,0,62,0,100,0.35,0.03,0,0.62,0,
42619,September ,2016,SDL,SDL1,C-7,cordgrass,absent,71,19,0,10,0,100,0.71,0.19,0,0.1,0,
42619,September ,2016,SDL,SDL1,C-8,cordgrass,absent,89,3,0,8,0,100,0.89,0.03,0,0.08,0,
42619,September ,2016,SDL,SDL1,P+1,pickleweed,present,48,12,30,10,0,100,0.48,0.12,0.3,0.1,0,
42619,September ,2016,SDL,SDL1,P+2,pickleweed,present,48,11,39,2,0,100,0.48,0.11,0.39,0.02,0,
42619,September ,2016,SDL,SDL1,P+3,pickleweed,present,45,13,38,4,0,100,0.45,0.13,0.38,0.04,0,
42619,September ,2016,SDL,SDL1,P+4,pickleweed,present,19,11,57,12,0,99,0.191919192,0.111111111,0.575757576,0.121212121,0,
42619,September ,2016,SDL,SDL1,P+5,pickleweed,present,24,10,60,7,0,101,0.237623762,0.099009901,0.594059406,0.069306931,0,
42619,September ,2016,SDL,SDL1,P+6,pickleweed,present,39,11,44,5,0,99,0.393939394,0.111111111,0.444444444,0.050505051,0,
42619,September ,2016,SDL,SDL1,P+7,pickleweed,present,37,17,46,0,0,100,0.37,0.17,0.46,0,0,
42619,September ,2016,SDL,SDL1,P+8,pickleweed,present,44,17,39,0,0,100,0.44,0.17,0.39,0,0,
42619,September ,2016,SDL,SDL1,P-1,pickleweed,absent,0,0,85,15,0,100,0,0,0.85,0.15,0,
42619,September ,2016,SDL,SDL1,P-2,pickleweed,absent,0,0,60,40,0,100,0,0,0.6,0.4,0,
42619,September ,2016,SDL,SDL1,P-3,pickleweed,absent,0,0,87,13,0,100,0,0,0.87,0.13,0,
42619,September ,2016,SDL,SDL1,P-4,pickleweed,absent,0,0,94,6,0,100,0,0,0.94,0.06,0,
42619,September ,2016,SDL,SDL1,P-5,pickleweed,absent,0,0,92,8,0,100,0,0,0.92,0.08,0,
42619,September ,2016,SDL,SDL1,P-6,pickleweed,absent,0,0,86,14,0,100,0,0,0.86,0.14,0,
42619,September ,2016,SDL,SDL1,P-7,pickleweed,absent,0,0,90,10,0,100,0,0,0.9,0.1,0,
42619,September ,2016,SDL,SDL1,P-8,pickleweed,absent,0,0,79,21,0,100,0,0,0.79,0.21,0,
42486,April,2016,KF,KF1,C+1,cordgrass,present,44,14,18,26,6,108,0.407407407,0.12962963,0.166666667,0.240740741,0.055555556,BAT
42486,April,2016,KF,KF1,C+2,cordgrass,present,23,22,52,2,1,100,0.23,0.22,0.52,0.02,0.01,BAT
42486,April,2016,KF,KF1,C+3,cordgrass,present,23,12,44,10,14,103,0.223300971,0.116504854,0.427184466,0.097087379,0.13592233,BAT
42486,April,2016,KF,KF1,C+4,cordgrass,present,28,24,36,5,5,98,0.285714286,0.244897959,0.367346939,0.051020408,0.051020408,BAT(4); JAM(1)
42486,April,2016,KF,KF1,C+5,cordgrass,present,33,29,27,3,8,100,0.33,0.29,0.27,0.03,0.08,BAT(6); JAM(2)
42486,April,2016,KF,KF1,C+6,cordgrass,present,22,14,42,4,17,99,0.222222222,0.141414141,0.424242424,0.04040404,0.171717172,BAT(15); JAM(2)
42486,April,2016,KF,KF1,C+7,cordgrass,present,30,24,36,5,5,100,0.3,0.24,0.36,0.05,0.05,BAT(4); JAM(1)
42486,April,2016,KF,KF1,C-1,cordgrass,absent,46,3,0,51,0,100,0.46,0.03,0,0.51,0,
42486,April,2016,KF,KF1,C-2,cordgrass,absent,40,4,0,56,0,100,0.4,0.04,0,0.56,0,
42486,April,2016,KF,KF1,C-3,cordgrass,absent,49,0,0,51,0,100,0.49,0,0,0.51,0,
42486,April,2016,KF,KF1,C-4,cordgrass,absent,67,0,0,33,0,100,0.67,0,0,0.33,0,
42486,April,2016,KF,KF1,C-5,cordgrass,absent,41,0,0,59,0,100,0.41,0,0,0.59,0,
42486,April,2016,KF,KF1,C-6,cordgrass,absent,90,0,0,9,1,100,0.9,0,0,0.09,0.01,JAM
42486,April,2016,KF,KF1,C-7,cordgrass,absent,62,0,1,37,0,100,0.62,0,0.01,0.37,0,
42486,April,2016,KF,KF1,P+1,pickleweed,present,38,4,36,16,4,98,0.387755102,0.040816327,0.367346939,0.163265306,0.040816327,BAT(3); JAM(1)
42486,April,2016,KF,KF1,P+2,pickleweed,present,21,19,53,4,0,97,0.216494845,0.195876289,0.546391753,0.041237113,0,
42486,April,2016,KF,KF1,P+3,pickleweed,present,32,22,41,4,0,99,0.323232323,0.222222222,0.414141414,0.04040404,0,
42486,April,2016,KF,KF1,P+4,pickleweed,present,30,19,47,4,0,100,0.3,0.19,0.47,0.04,0,
42486,April,2016,KF,KF1,P+5,pickleweed,present,21,14,43,16,6,100,0.21,0.14,0.43,0.16,0.06,BAT(5); JAM(1)
42486,April,2016,KF,KF1,P+6,pickleweed,present,33,26,25,8,8,100,0.33,0.26,0.25,0.08,0.08,BAT(2); JAM(6)
42486,April,2016,KF,KF1,P+7,pickleweed,present,20,28,30,7,15,100,0.2,0.28,0.3,0.07,0.15,BAT(13); JAM(2)
42486,April,2016,KF,KF1,P-1,pickleweed,absent,0,0,76,24,0,100,0,0,0.76,0.24,0,
42486,April,2016,KF,KF1,P-2,pickleweed,absent,3,0,66,31,0,100,0.03,0,0.66,0.31,0,
42486,April,2016,KF,KF1,P-3,pickleweed,absent,0,0,98,2,0,100,0,0,0.98,0.02,0,
42486,April,2016,KF,KF1,P-4,pickleweed,absent,0,0,79,21,0,100,0,0,0.79,0.21,0,
42486,April,2016,KF,KF1,P-5,pickleweed,absent,0,0,82,16,2,100,0,0,0.82,0.16,0.02,BAT
42486,April,2016,KF,KF1,P-6,pickleweed,absent,0,0,78,22,0,100,0,0,0.78,0.22,0,
42486,April,2016,KF,KF1,P-7,pickleweed,absent,0,0,92,8,0,100,0,0,0.92,0.08,0,
42516,May,2016,KF,KF1,C+1,cordgrass,present,30,26,25,14,5,100,0.3,0.26,0.25,0.14,0.05,BAT
42516,May,2016,KF,KF1,C+2,cordgrass,present,35,25,35,4,1,100,0.35,0.25,0.35,0.04,0.01,JAM
42516,May,2016,KF,KF1,C+3,cordgrass,present,38,15,26,8,13,100,0.38,0.15,0.26,0.08,0.13,BAT
42516,May,2016,KF,KF1,C+4,cordgrass,present,11,23,45,13,8,100,0.11,0.23,0.45,0.13,0.08,BAT
42516,May,2016,KF,KF1,C+5,cordgrass,present,40,26,26,1,7,100,0.4,0.26,0.26,0.01,0.07,BAT(5); JAM(2)
42516,May,2016,KF,KF1,C+6,cordgrass,present,35,10,32,0,24,101,0.346534653,0.099009901,0.316831683,0,0.237623762,BAT(20); JAM(4)
42516,May,2016,KF,KF1,C+7,cordgrass,present,46,14,33,1,6,100,0.46,0.14,0.33,0.01,0.06,BAT(4); JAM(2)
42516,May,2016,KF,KF1,C-1,cordgrass,absent,27,14,4,55,0,100,0.27,0.14,0.04,0.55,0,
42516,May,2016,KF,KF1,C-2,cordgrass,absent,40,10,0,48,1,99,0.404040404,0.101010101,0,0.484848485,0.01010101,BAT
42516,May,2016,KF,KF1,C-3,cordgrass,absent,46,13,0,42,0,101,0.455445545,0.128712871,0,0.415841584,0,
42516,May,2016,KF,KF1,C-4,cordgrass,absent,67,18,0,15,0,100,0.67,0.18,0,0.15,0,
42516,May,2016,KF,KF1,C-5,cordgrass,absent,44,22,1,37,0,104,0.423076923,0.211538462,0.009615385,0.355769231,0,
42516,May,2016,KF,KF1,C-6,cordgrass,absent,59,24,0,18,0,101,0.584158416,0.237623762,0,0.178217822,0,
42516,May,2016,KF,KF1,C-7,cordgrass,absent,56,25,0,21,0,102,0.549019608,0.245098039,0,0.205882353,0,
42516,May,2016,KF,KF1,P+1,pickleweed,present,24,13,40,12,11,100,0.24,0.13,0.4,0.12,0.11,BAT(9); JAM(2)
42516,May,2016,KF,KF1,P+2,pickleweed,present,30,10,51,6,3,100,0.3,0.1,0.51,0.06,0.03,BAT(2); JAM(1)
42516,May,2016,KF,KF1,P+3,pickleweed,present,29,22,43,6,0,100,0.29,0.22,0.43,0.06,0,
42516,May,2016,KF,KF1,P+4,pickleweed,present,39,23,36,4,0,102,0.382352941,0.225490196,0.352941176,0.039215686,0,
42516,May,2016,KF,KF1,P+5,pickleweed,present,44,18,27,1,11,101,0.435643564,0.178217822,0.267326733,0.00990099,0.108910891,BAT(6); JAM(5)
42516,May,2016,KF,KF1,P+6,pickleweed,present,42,35,21,0,2,100,0.42,0.35,0.21,0,0.02,BAT
42516,May,2016,KF,KF1,P+7,pickleweed,present,41,29,16,3,11,100,0.41,0.29,0.16,0.03,0.11,BAT(10); JAM(1)
42516,May,2016,KF,KF1,P-1,pickleweed,absent,0,0,55,42,2,99,0,0,0.555555556,0.424242424,0.02020202,BAT
42516,May,2016,KF,KF1,P-2,pickleweed,absent,2,7,53,38,0,100,0.02,0.07,0.53,0.38,0,
42516,May,2016,KF,KF1,P-3,pickleweed,absent,0,0,96,4,0,100,0,0,0.96,0.04,0,
42516,May,2016,KF,KF1,P-4,pickleweed,absent,0,0,91,9,0,100,0,0,0.91,0.09,0,
42516,May,2016,KF,KF1,P-5,pickleweed,absent,0,0,68,32,3,103,0,0,0.660194175,0.310679612,0.029126214,BAT
42516,May,2016,KF,KF1,P-6,pickleweed,absent,0,0,94,6,0,100,0,0,0.94,0.06,0,
42516,May,2016,KF,KF1,P-7,pickleweed,absent,0,0,82,18,0,100,0,0,0.82,0.18,0,
42544,June,2016,KF,KF1,C+1,cordgrass,present,35,28,27,5,4,99,0.353535354,0.282828283,0.272727273,0.050505051,0.04040404,BAT
42544,June,2016,KF,KF1,C+2,cordgrass,present,53,24,23,1,0,101,0.524752475,0.237623762,0.227722772,0.00990099,0,
42544,June,2016,KF,KF1,C+3,cordgrass,present,54,12,27,0,7,100,0.54,0.12,0.27,0,0.07,BAT
42544,June,2016,KF,KF1,C+4,cordgrass,present,11,24,61,0,4,100,0.11,0.24,0.61,0,0.04,BAT
42544,June,2016,KF,KF1,C+5,cordgrass,present,39,35,18,0,5,97,0.402061856,0.360824742,0.18556701,0,0.051546392,BAT
42544,June,2016,KF,KF1,C+6,cordgrass,present,30,24,25,0,19,98,0.306122449,0.244897959,0.255102041,0,0.193877551,BAT
42544,June,2016,KF,KF1,C+7,cordgrass,present,44,31,24,1,3,103,0.427184466,0.300970874,0.233009709,0.009708738,0.029126214,BAT
42544,June,2016,KF,KF1,C-1,cordgrass,absent,52,21,0,29,0,102,0.509803922,0.205882353,0,0.284313725,0,
42544,June,2016,KF,KF1,C-2,cordgrass,absent,58,22,0,20,0,100,0.58,0.22,0,0.2,0,
42544,June,2016,KF,KF1,C-3,cordgrass,absent,20,45,0,35,0,100,0.2,0.45,0,0.35,0,
42544,June,2016,KF,KF1,C-4,cordgrass,absent,30,49,0,21,0,100,0.3,0.49,0,0.21,0,
42544,June,2016,KF,KF1,C-5,cordgrass,absent,49,35,0,22,0,106,0.462264151,0.330188679,0,0.20754717,0,
42544,June,2016,KF,KF1,C-6,cordgrass,absent,62,25,0,12,0,99,0.626262626,0.252525253,0,0.121212121,0,
42544,June,2016,KF,KF1,C-7,cordgrass,absent,50,36,0,16,0,102,0.490196078,0.352941176,0,0.156862745,0,
42544,June,2016,KF,KF1,P+1,pickleweed,present,48,26,22,0,5,101,0.475247525,0.257425743,0.217821782,0,0.04950495,BAT(3); JAM(2)
42544,June,2016,KF,KF1,P+2,pickleweed,present,35,16,47,0,2,100,0.35,0.16,0.47,0,0.02,BAT
42544,June,2016,KF,KF1,P+3,pickleweed,present,34,22,43,0,0,99,0.343434343,0.222222222,0.434343434,0,0,
42544,June,2016,KF,KF1,P+4,pickleweed,present,33,37,31,0,0,101,0.326732673,0.366336634,0.306930693,0,0,
42544,June,2016,KF,KF1,P+5,pickleweed,present,34,33,20,1,14,102,0.333333333,0.323529412,0.196078431,0.009803922,0.137254902,BAT(13); JAM(1)
42544,June,2016,KF,KF1,P+6,pickleweed,present,44,29,16,1,10,100,0.44,0.29,0.16,0.01,0.1,BAT(3); JAM(7)
42544,June,2016,KF,KF1,P+7,pickleweed,present,42,23,18,1,6,90,0.466666667,0.255555556,0.2,0.011111111,0.066666667,BAT(5); JAM(1)
42544,June,2016,KF,KF1,P-1,pickleweed,absent,0,0,91,9,0,100,0,0,0.91,0.09,0,
42544,June,2016,KF,KF1,P-2,pickleweed,absent,0,0,89,11,0,100,0,0,0.89,0.11,0,
42544,June,2016,KF,KF1,P-3,pickleweed,absent,0,0,98,2,0,100,0,0,0.98,0.02,0,
42544,June,2016,KF,KF1,P-4,pickleweed,absent,0,0,87,13,0,100,0,0,0.87,0.13,0,
42544,June,2016,KF,KF1,P-5,pickleweed,absent,0,0,73,27,0,100,0,0,0.73,0.27,0,
42544,June,2016,KF,KF1,P-6,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42544,June,2016,KF,KF1,P-7,pickleweed,absent,0,2,80,17,0,99,0,0.02020202,0.808080808,0.171717172,0,
42572,July,2016,KF,KF1,C+1,cordgrass,present,22,32,37,3,6,100,0.22,0.32,0.37,0.03,0.06,BAT
42572,July,2016,KF,KF1,C+2,cordgrass,present,53,26,21,0,0,100,0.53,0.26,0.21,0,0,
42572,July,2016,KF,KF1,C+3,cordgrass,present,54,13,24,0,9,100,0.54,0.13,0.24,0,0.09,BAT
42572,July,2016,KF,KF1,C+4,cordgrass,present,0,27,73,0,0,100,0,0.27,0.73,0,0,
42572,July,2016,KF,KF1,C+5,cordgrass,present,52,26,15,6,0,99,0.525252525,0.262626263,0.151515152,0.060606061,0,
42572,July,2016,KF,KF1,C+6,cordgrass,present,27,24,29,0,21,101,0.267326733,0.237623762,0.287128713,0,0.207920792,BAT
42572,July,2016,KF,KF1,C+7,cordgrass,present,47,31,15,0,8,101,0.465346535,0.306930693,0.148514851,0,0.079207921,BAT
